case_id,category,symptom_description,query,rank,title,abstract,conditions,overall_status,article_url,automatic_relevance_0_to_2,latency_seconds
048,Chronic-disease-related symptoms,My feet are swollen and I feel short of breath while walking.,edema dyspnea,3,NT-proBNP and New Biomarkers in Patients With Dyspnea and/or Peripheral Edema,"The objectives of this study are to:

* Evaluate the sensitivity and specificity of NT-proBNP (N-terminal prohormone brain natriuretic peptide) and new biomarker measurements for the diagnosis of heart failure in patients with acute dyspnea and/or edema.
* Determine the exact biomarker cut-off point(s) for the differentiation of healthy persons, patients with heart failure and patients with dyspnea of other origin.
* Evaluate treatment costs in patients with dyspnea under special consideration of NT-proBNP measurement.",Dyspnea; Peripheral Edema,COMPLETED,https://clinicaltrials.gov/study/NCT00143793,2,0.614
048,Chronic-disease-related symptoms,My feet are swollen and I feel short of breath while walking.,edema dyspnea,4,Comparative Effects of Breather Device and Incentive Spirometer in Patients With COPD,"Chronic obstructive pulmonary disease (COPD) is characterized and defined by limitation of expiratory airflow. This can result from several types of anatomical lesions, including loss of lung elastic recoil and fibrosis and narrowing of small airways. Inflammation, edema, and secretions also contribute variably to airflow limitation.it is a preventable and treatable disease characterized by persistent airflow limitation and respiratory symptoms, leading to cough, dyspnea, muscle weakness and fatigue affecting overall well-being and quality of life. The Breather is a respiratory muscle training device strengthening both inspiratory and expiratory muscles by breathing against a set resistance, which can be increased in line with training progress while. Another technique with proven effect in improvement of respiratory function and lung expansion is the incentive spirometry. incentive spirometry is used to encourage deep breathing and effective coughing, to achieve maximum dilation of the bronchi and prevent and treat pulmonary complications such as atelectasis in COPD patients.",COPD,NOT_YET_RECRUITING,https://clinicaltrials.gov/study/NCT07435532,2,0.614
048,Chronic-disease-related symptoms,My feet are swollen and I feel short of breath while walking.,edema dyspnea,5,Dynamic Mixed Learning Module in Pulmonary Hypertension Patients,"This study was conducted to evaluate the effect of the Dynamic Blended Learning Module developed for patients diagnosed with pulmonary hypertension (PH) on symptom management.

Pulmonary hypertension is a chronic disease that can cause symptoms that make daily life difficult, such as shortness of breath, fatigue, chest pain, dizziness, fainting, anxiety, body pain, edema, and sleep problems. These symptoms can negatively affect patients' daily lives and treatment process.

This study examined whether a structured program involving education and regular follow-up helped patients better manage their symptoms.

As part of the program, patients received face-to-face education and regular phone calls were made throughout the nine-month follow-up period. The education sessions provided information about the course of the disease, the correct use of medications, and possible side effects. Patients were instructed on how to manage side effects such as muscle and jaw pain, facial redness, nausea, and abdominal bloating. Additionally, they were informed about when and how to contact the healthcare team if any issues arose.

In one part of the program, a video showing the experiences of a patient who effectively managed their illness was shown to participants in the intervention group.

Patients were monitored for nine months and their symptoms were assessed at regular intervals. The program's effect on symptom management was evaluated by comparing it with patients receiving standard care.",Pulmonary Hypertension; Nursing Care; Learning,COMPLETED,https://clinicaltrials.gov/study/NCT07429552,1,0.614
049,Chronic-disease-related symptoms,I get frequent headaches during work.,headache,1,InfluenCEF Study: Study on the Headache Associated With Influenza Infection,"The goal of this observational analytic study with a cohort desing is to evaluate the epidemiology, risk factors and clinical phenotype of headache during Influenza infection. The study will be done in collaboration with the Healthcare Sentinel Network of Castile and Leon (Red Centinela Sanitaria de Castilla y León, RCSCYL) and the National Influenza Center of Valladolid (CNGV). First, the historical data of the VIGIRA network of the 2010-2022 flu seasons will be analyzed, assessing the epidemiology and risk factors of headache during Influenza infection; and second, a study with a case series design with prospective follow-up will be carried out for the incident cases of the 2022-2023 and 2023-2024 Influenza seasons, evaluating the clinical phenotype and the duration of the headache.",Headache Disorders; Influenza -Like Illness; Head Pain; Migraine; Viral Infection,UNKNOWN,https://clinicaltrials.gov/study/NCT05704335,1,0.5978
049,Chronic-disease-related symptoms,I get frequent headaches during work.,headache,2,Marine Lipids Ease Painful TMD,"The ADAPT study is a single-site, Phase 2b, randomized, quadruple-masked, placebo-controlled trial evaluating an omega-3 dietary supplement enriched with specialized pro-resolving mediator (SPM) precursors in adults with chronic temporomandibular disorder (TMD) pain. The trial will enroll 100 adults aged 18 years or older with examiner-confirmed TMD myalgia or arthralgia will be enrolled at the University of North Carolina at Chapel Hill, Adams School of Dentistry.

Participants are randomized 1:1 to receive either the SPM precursor supplement or a matched placebo daily for 8 weeks. Randomization is stratified by sex, and study agents are identical in appearance to maintain masking.

The study aims to evaluate whether the SPM precursor supplement:

Reduces facial pain intensity compared with placebo.

Changes pressure pain sensitivity at the jaw and other standard body sites.

Affects other aspects of chronic pain, including duration, interference with daily activities, headache burden, anxiety, depression, jaw-related quality of life, and overall patient-reported change.

Participants will record their daily facial pain intensity in electronic diaries, complete short questionnaires at baseline, Week 4, and Week 8, and undergo experimental pain testing with a handheld algometer at baseline, Week 4, and Week 8. Safety is monitored through the documentation of all adverse events throughout the study period.",Temporomandibular Disorder (TMD),NOT_YET_RECRUITING,https://clinicaltrials.gov/study/NCT07437313,1,0.5978
049,Chronic-disease-related symptoms,I get frequent headaches during work.,headache,3,Sphenopalatine Ganglion Block for Headache After Concussion,"This clinical trial will enroll participants to evaluate the effects of SPG block on post-traumatic headache. The study hypothesizes that patients that receive a SPG block with lidocaine vs. placebo (saline) will have a lower number of headache days in the week following the procedure, and will also report lower symptom scores.

Eligible participants will receive one treatment (SPG block) as well as complete surveys prior to and after receiving treatment (for a total of approximately 2 weeks).",Concussion; Headache,TERMINATED,https://clinicaltrials.gov/study/NCT04650282,1,0.5978
049,Chronic-disease-related symptoms,I get frequent headaches during work.,headache,4,The Effects of Levcromakalim in Patients With Cluster Headache,"Cluster headache is a primary headache disorder characterized by attacks of unilateral headache of short duration and severe pain intensity. There is an unmet need to understand the underlying disease mechanisms that will ultimately lead to the development of disease-specific medicines. Until now, it has been suggested that the calcitonin gene-related peptide (CGRP) plays a major role in the initiation of a cluster headache attack, possibly involving the ATP-sensitive potassium channels. The current study aims to determine whether the opening of ATP-sensitive potassium channels triggers cluster headache attacks in patients with cluster headache.",Cluster Headache,COMPLETED,https://clinicaltrials.gov/study/NCT05093582,1,0.5978
049,Chronic-disease-related symptoms,I get frequent headaches during work.,headache,5,Sumatriptan 4 mg Statdose in the Acute Treatment of Cluster Headache,This study's hypothesis is the 4mg StatDose sumatriptan is effective for the acute treatment of cluster headache and provides good safety and tolerability across multiple doses of the study medication as well as across multiple attacks of cluster headache. This study seeks to determine the safety and efficacy of the commercially available 4mg StatDose formulation of sumatriptan as an acute treatment of cluster headache. Patients are allowed to use repeated dose of the study medication for a given headache if they have had a partial response to the first dose. They may treat up to 3 attacks of cluster headache with the study medication. Safety assessment will be through adverse event reporting and physical examination. Patients with both episodic cluster headache as well as chronic cluster headache will be studied. Patients must either not have started preventive treatment for cluster headache or be on a stable dose of preventive medication.,Episodic Cluster Headache; Chronic Cluster Headache,UNKNOWN,https://clinicaltrials.gov/study/NCT00399243,1,0.5978
050,Chronic-disease-related symptoms,I have abdominal pain after meals for many weeks.,abdominal pain,1,TAPB Combined With RSB Versus ESPB for Postoperative Analgesia After Laparoscopic Liver Resection,"Postoperative pain after laparoscopic hepatectomy is composed of multiple factors, and the peak pain of postoperative pain mainly occurs within the first 24 hours, so it is particularly important to find an appropriate analgesic method. Transversus abdominis plane block (TAPB) and Rectus sheath blocks (RSB) are widely used in abdominal surgery, but too deep a needle tip during RSB may puncture abdominal organs. TAPB and RSB can only provide somatic analgesia, but lack visceral analgesia. Recently, Erector spinae plane block (ESPB) has been used in some studies for analgesia after abdominal surgery. The purpose of this study is to compare the analgesic effect and postoperative recovery effect of erector spinae plane block and transverse abdominis plane block combined with rectus sheath block in patients undergoing laparoscopic hepatectomy. Therefore, this study has important clinical implications.",Laparoscopic Hepatectomy; Nerve Block,UNKNOWN,https://clinicaltrials.gov/study/NCT06133725,1,0.5717
050,Chronic-disease-related symptoms,I have abdominal pain after meals for many weeks.,abdominal pain,2,Erector Spinae Plane Block Versus Quadratus Lumborum Block for Postoperative Analgesia in Children,Postoperative pain management in children is still standing as a problem to solve. Effect of quadratus lumborum block has been shown to be a promising technique to overcome postoperative pain in children undergoing low abdominal surgeries. Erector spinae plane block is a new defined relatively safer and easier regional anesthesia technique which could be used for this purpose. Primary aim of this double blinded randomized controlled trial is to compare the analgesic efficacy of this two block techniques in this group of pediatric patients.,Postoperative Pain,COMPLETED,https://clinicaltrials.gov/study/NCT03463382,1,0.5717
050,Chronic-disease-related symptoms,I have abdominal pain after meals for many weeks.,abdominal pain,3,Moxibustion for Steroid-Refractory Acute Graft-Versus-Host Disease After Allogeneic Hematopoietic Stem Cell Transplantation,"This study is a prospective, multicenter, open-label, phase II clinical trial designed to evaluate the safety and efficacy of moxibustion in patients with steroid-refractory acute graft-versus-host disease (SR-aGVHD) following allogeneic hematopoietic stem cell transplantation (allo-HSCT).

A total of 42 patients with SR-aGVHD, primarily involving the gastrointestinal tract and presenting with abdominal pain and diarrhea, will be enrolled. All participants will receive standard second-line therapy based on best available treatment (BAT), including ruxolitinib, basiliximab, or methotrexate, according to clinical judgment. In addition, patients will receive moxibustion at specific acupoints (Tianshu \[ST25\], Shenque \[CV8\], and Qihai \[CV6\]) for 30 minutes once or twice daily for 28 days.

The primary endpoint is the overall response rate (ORR) at Day 28. Secondary endpoints include durable ORR at Day 56, incidence and severity of chronic GVHD (cGVHD), non-relapse mortality (NRM), overall survival (OS), and changes in traditional Chinese medicine (TCM) syndrome scores. Safety will be assessed by monitoring adverse events throughout the study period.

This study aims to explore whether moxibustion, as an adjunctive therapy, can improve clinical outcomes and provide a safe and effective treatment strategy for patients with SR-aGVHD after allo-HSCT.",Steroid-Refractory Acute Graft-Versus-Host Disease; Acute Graft-Versus-Host Disease; Graft-Versus-Host Disease; Allogeneic Hematopoietic Stem Cell Transplantation,RECRUITING,https://clinicaltrials.gov/study/NCT07572669,1,0.5717
050,Chronic-disease-related symptoms,I have abdominal pain after meals for many weeks.,abdominal pain,4,"Comparing the Effects of Lumbar Stability Exercises and Telerehabilitation on Reducing Lumbar Lordotic Angle, Pain, and Disability in Postpartum Women","Low back pain is the most common symptoms experienced by people throughout the world. Although lifetime prevalence of low back pain among women is more but it is particularly common during pregnancy, affecting approximately 50% of women. Pregnancy induces significant physiological changes, which lead to increased ligamentous laxity that may persist for 3 to 6 months postpartum. Additionally, the expanding uterus shifts the maternal center of gravity anteriorly, resulting in compensatory lumbar hyperlordosis and contributing to lower back discomfort. While these adaptations help accommodate pregnancy, they often do not fully resolve after birth, especially in the presence of abdominal muscle weakness. The result is altered posture characterized by an exaggerated lumbar lordotic curve that may predispose postpartum women to continued pain and lumbar instability. Without a structured postpartum rehabilitation program, these postural abnormalities may go uncorrected. Ensuring adherence and completion of such programs is critical for preventing long-term musculoskeletal complication. There are many efficient way to help in maintaining adherence and completion of program including the use of digital platforms. The increasing availability of low cost internet and communication technologies has enhanced the capacity to deliver healthcare services through internet, enabling broader access to physiotherapy services and follow-up care through telerehabilitation. Telerehabilitation is one of the emerging field of telemedicine, defined as set of tools, procedure, and protocols to deliver the rehabilitation process remotely. The objective of the study is to facilitate implementation of the telerehabilitation for home based program for postpartum female. The objectives of the study is to compare the effectiveness of telerehabilitation-based lumbar stability exercises versus on-site lumbar stability exercises in improving lumbar stability among postpartum female and to facilitate implementation of the telerehabilitation for home based program for postpartum female. It is a randomized controlled trial. Participants meeting the inclusion criteria will be recruited and consent form will be taken than participants will be allocated to group A (On-Site Lumbar Stability exercise) and B (Telerehabilitation) through 1:1 method. Pre-treatment assessment will be carried out on Day 1 using the outcome measures tool like NPRS, ODI and LLA. Participant will receive intervention for 6 weeks, 3 sessions per weeks. After the completion, on 6 week Post-treatment assessment will be carried out using the same outcome measures tool like NPRS, ODI and LLA.",Lumbar Lordotic Angle; Lumbar Pain; Disability,RECRUITING,https://clinicaltrials.gov/study/NCT07593183,1,0.5717
050,Chronic-disease-related symptoms,I have abdominal pain after meals for many weeks.,abdominal pain,5,The Efficacy of Thoracoabdominal Nerve Block With Serratus Intercostal Plane and Rectus Sheath Block in Cholecystectomy,"Cholecystectomy is a widespread surgical procedure performed worldwide for acute cholecystitis. This operation can be performed using open surgery or laparoscopic techniques. Laparoscopic technique is superior to open surgery in terms of less pain at incision sites, shorter hospital stay, improved quality of life, and faster recovery times.However, despite being a minimally invasive surgery, laparoscopic cholecystectomy (LC) can still cause moderate to severe pain. Severe pain can lead to delayed postoperative ambulation, decreased patient satisfaction, the development of chronic pain, and is associated with increased lung and heart complications. Postoperative pain in LC can stem from various causes. To reduce the postoperative pain caused by LC, non-steroidal anti-inflammatory drugs, paracetamol, opioids, local anesthetics, and various regional anesthesia techniques are used.Multimodal analgesia has shown that the use of regional anesthesia and analgesia is crucial in reducing the neuroendocrine stress response in pain and trauma situations. The use of interfascial plane blocks performed under ultrasound guidance in LC surgery, considered easy and safe, has increased in recent years. The thoracoabdominal plane block (TAPA) applied through a perichondrial approach reaches a broader dermatomal area than the transversus abdominis plane (TAP) block and the oblique subcostal transversus abdominis plane (OSTAP) block.Serratus intercostal plane block (SIPB) has been found effective for somatic analgesia in a case series after gastrectomy and cholecystectomy surgeries. Subsequent studies have indicated the effectiveness of SIPB for open upper abdominal surgeries. Rectus sheath block (RSB) is used to provide postoperative analgesia after various surgeries, including laparoscopic and upper abdominal surgeries. Ultrasound-guided RSB in LC has significantly reduced postoperative pain.In this study, similar to the combination of RSB and SIPB was planned to be applied to enhance the effectiveness and quality of analgesia in the mid-abdomen. A group in LC surgery was administered bilateral M-TAPA, while another group received bilateral RSB + right SIPB, aiming to compare the postoperative analgesic effectiveness.",Pain Management,COMPLETED,https://clinicaltrials.gov/study/NCT06241794,1,0.5717
051,Chronic-disease-related symptoms,"Since yesterday, my legs are swollen and I feel tired all the time.",edema fatigue,1,Dynamic Mixed Learning Module in Pulmonary Hypertension Patients,"This study was conducted to evaluate the effect of the Dynamic Blended Learning Module developed for patients diagnosed with pulmonary hypertension (PH) on symptom management.

Pulmonary hypertension is a chronic disease that can cause symptoms that make daily life difficult, such as shortness of breath, fatigue, chest pain, dizziness, fainting, anxiety, body pain, edema, and sleep problems. These symptoms can negatively affect patients' daily lives and treatment process.

This study examined whether a structured program involving education and regular follow-up helped patients better manage their symptoms.

As part of the program, patients received face-to-face education and regular phone calls were made throughout the nine-month follow-up period. The education sessions provided information about the course of the disease, the correct use of medications, and possible side effects. Patients were instructed on how to manage side effects such as muscle and jaw pain, facial redness, nausea, and abdominal bloating. Additionally, they were informed about when and how to contact the healthcare team if any issues arose.

In one part of the program, a video showing the experiences of a patient who effectively managed their illness was shown to participants in the intervention group.

Patients were monitored for nine months and their symptoms were assessed at regular intervals. The program's effect on symptom management was evaluated by comparing it with patients receiving standard care.",Pulmonary Hypertension; Nursing Care; Learning,COMPLETED,https://clinicaltrials.gov/study/NCT07429552,2,0.6507
051,Chronic-disease-related symptoms,"Since yesterday, my legs are swollen and I feel tired all the time.",edema fatigue,2,Comparative Effects of Breather Device and Incentive Spirometer in Patients With COPD,"Chronic obstructive pulmonary disease (COPD) is characterized and defined by limitation of expiratory airflow. This can result from several types of anatomical lesions, including loss of lung elastic recoil and fibrosis and narrowing of small airways. Inflammation, edema, and secretions also contribute variably to airflow limitation.it is a preventable and treatable disease characterized by persistent airflow limitation and respiratory symptoms, leading to cough, dyspnea, muscle weakness and fatigue affecting overall well-being and quality of life. The Breather is a respiratory muscle training device strengthening both inspiratory and expiratory muscles by breathing against a set resistance, which can be increased in line with training progress while. Another technique with proven effect in improvement of respiratory function and lung expansion is the incentive spirometry. incentive spirometry is used to encourage deep breathing and effective coughing, to achieve maximum dilation of the bronchi and prevent and treat pulmonary complications such as atelectasis in COPD patients.",COPD,NOT_YET_RECRUITING,https://clinicaltrials.gov/study/NCT07435532,2,0.6507
051,Chronic-disease-related symptoms,"Since yesterday, my legs are swollen and I feel tired all the time.",edema fatigue,3,"The Effect of PVE Applied in Addition to Pilates on Premenstrual Symptoms, Pain, Sleep and QoL in Individuals With PMS","Premenstrual syndrome (PMS) is a condition that occurs with physical and psychological symptoms in the late luteal phase of the menstrual cycle in women and affects the physical and mental well-being of the individual. Physiological symptoms; edema, headache, fatigue, weight gain and breast swelling and tenderness, and psychological symptoms; It can be seen as tension, anger, depressed mood or stress. Although it usually ends with the onset of menstruation, its repetition with each menstrual cycle affects the individual's pain coping strategies, sleep and quality of life.

Different methods such as pharmacological agents, physiotherapy applications, nutrition and lifestyle adjustments, breathing exercises, stress management, meditation and cognitive behavioral therapy are used to cope with PMS, which appears with symptoms of different severities from individual to individual.",Premenstrual Syndrome; Pelvic Floor Disorders; Quality of Life,COMPLETED,https://clinicaltrials.gov/study/NCT06191536,2,0.6507
051,Chronic-disease-related symptoms,"Since yesterday, my legs are swollen and I feel tired all the time.",edema fatigue,4,Biomarkers of Lung Injury in Hyperinflation in the Mechanical Ventilator Versus Manual Hyperinflation,"Due to the failure of the respiratory system, many patients admitted to the Intensive Care Units (ICUs) require the institution of invasive mechanical ventilation (MV), aiming at maintaining gas exchange, reversing respiratory muscle fatigue, among other benefits. However, an artificial airway installation may be harmful because of its deleterious capacity to the mucociliary clearance mechanism, predisposing to the accumulation of secretions and consequent respiratory infections. Physiotherapy in patients critical for the purpose of preventing and treating these respiratory complications. In this way, they are techniques that aim at a reexpansion and removal of airborne secretions. An application of manual hyperinflation with the Ambú (HM), applied through compression of the resuscitator (Ambu), an application of hypertension for the use of energy, pulmonary volume. Similar to the goal of manual hyperinflation, a hyperinflation maneuver without mechanical ventilator (HVM) is also widely used and has been shown to be effective. A maneuvering visa re-expansion of collapsed lung areas and increased peak expiratory flow, resulting in the mobilization of secretions. It is known that these techniques can cause deleterious effects to the lungs due to the high volumes administered and the variation in airway depression, predisposing to barotrauma and volutrauma, increasing the lung permeability and consequent pulmonary edema. There may also be a more subtle form of injury, such as a release of lung mediators, initiating a process of local inflammation. This biological response is called biotrauma, and if these mediators translocate into the systemic circulation, it can lead to dysfunction and death. The aim of the present study was to evaluate the biomarkers of pulmonary lesion in the hyperinflation maneuver with mechanical ventilator versus manual hyperinflation with environments in sudden patients under mechanical ventilation.",Sepsis,UNKNOWN,https://clinicaltrials.gov/study/NCT03464071,2,0.6507
051,Chronic-disease-related symptoms,"Since yesterday, my legs are swollen and I feel tired all the time.",edema fatigue,5,Non-steroidal Anti-inflammatory Affect on Kidneys in Endurance Distances,"The specific aim of this study is to evaluate the safety of non-steroidal anti-inflammatory drugs (NSAIDs) and their impact on renal function and/or contribution to exercise-associated hyponatremia (EAH) during an ultramarathon foot race. There is currently much debate over whether NSAID ingestion during endurance events contributes to acute kidney injury. Endurance events often ignite a ""perfect storm"" of physiologic insults- heat stress, dehydration, and myopathy- which can all negatively impact kidney function. There is a concern that NSAIDs may further potentiate these negative effects as well as contribute to EAH through its anti-diuretic affect. To date, no powered, prospective study has ever examined the effects of NSAIDs on either of these two biochemical outcomes

Ultramarathon endurance events, defined as any race longer than a marathon (26.2 miles), are increasing in popularity, with a 10% increase in annual participants, and more than 69,000 finishers worldwide in 2013. Considerable literature has documented alterations in serum biochemical profiles of these endurance athletes, with consistent evidence of elevated serum creatinine (Cr) levels in healthy race finishers as well as those seeking medical care. While acute renal failure in ultramarathon runners is a rare occurrence, acute kidney injury is common, ranging from 34% in a single-stage ultramarathon to 55-80% in multi-stage ultramarathons. The evidence is equivocal regarding NSAID ingestion and AKI. One study showed that runners who ingested NSAIDs prior to marathons had greater post-race creatinine levels than matched controls as well as higher rates of hospitalization and acute renal failure. However, this contrasts with several other studies that showed a marked lack of difference in creatinine levels or development of acute kidney injury between NSAID users and non-users during ultramarathons. The only randomized trial to date on this subject found no difference in serum creatinine levels between the NSAID and placebo groups at ultramarathon race end, however conclusions were limited by a small unpowered sample size.

Exercise associated hyponatremia (EAH), defined as a serum sodium concentration below 135mEq/L, is recognized as a relatively common issue in endurance running events. The incidence of EAH varies depending upon the distance of the race, with reported values of 3-28% for marathons, 23 - 38% for triathlons and 4-51% in single-stage ultramarathons. EAH is likely under-diagnosed as athletes are often asymptomatic. While EAH most often manifests as non-specific symptoms such as nausea, vomiting, dizziness, and fatigue, it can be a potentially fatal disease that can progress to encephalopathy, seizures, pulmonary edema, and death. There have been no large prospective studies examining the relationship between EAH and NSAID ingestion.",Acute Kidney Injury; Exercise-associated Hyponatremia; Perceived Exertion,COMPLETED,https://clinicaltrials.gov/study/NCT02272725,2,0.6507
052,Chronic-disease-related symptoms,"Since yesterday, i feel thirsty often and I urinate frequently.",excessive thirst frequent urination,1,"Safety, Pharmacokinetics, Tolerability and Efficacy of Tolvaptan in Children and Adolescents With ADPKD (Autosomal Dominant Polycystic Kidney Disease)","The primary objective of the study is to assess the long term safety of treatment with tolvaptan in children and adolescents with autosomal dominant polycystic kidney disease (ADPKD). The secondary objective is to assess the pharmacodynamics, pharmacokinetics, and efficacy of tolvaptan in the same participant population.",Autosomal Dominant Polycystic Kidney Disease (ADPKD),COMPLETED,https://clinicaltrials.gov/study/NCT02964273,0,0.5404
052,Chronic-disease-related symptoms,"Since yesterday, i feel thirsty often and I urinate frequently.",excessive thirst frequent urination,2,Copeptin in Differentiation of Polyuria and Polydipsia,"The differential diagnosis of patients with polyuria/ polydipsia is often complex, but important for the therapeutic strategy.

Challenging is in particular the clinical differentiation between patients with a partial Diabetes insipidus centralis and patients with primary polydipsia as underlying disease, because both groups are associated with similar urinary osmolalities.

The determination of plasma arginine vasopressin is unusual in this context, since measurement of AVP is not reliably.

C-terminal ProVasopressin (copeptin) is secreted stoichiometrically with AVP from the neurohypophysis, but has a longer half life in the circulation, and is thus easier to measure.

Therefore, the investigators will analyze in that study the diagnostic utility of plasma copeptin in the differential diagnosis of polyuria and polydipsia.",Polyuria; Polydipsia,COMPLETED,https://clinicaltrials.gov/study/NCT01056887,0,0.5404
053,Chronic-disease-related symptoms,"Since yesterday, i have been very tired and weak for several weeks.",fatigue weakness,1,Physical Training in Sarcoidosis Patients,"Exercise intolerance, muscle weakness and fatigue complaints are frequent and persistent problems in sarcoidosis. These physical impairments are disabling and affect quality of life in a negative way. The aetiology of these physical impairments is multifactorial. Physical inactivity can cause deconditioning, resulting in more perceived fatigue and muscle weakness. These symptoms may be partially reversible following a structured physical training program. However, scientific studies about physical training in sarcoidosis are lacking. Therefore, the aim of the present study is to examine the changes in fatigue complaints, physical functioning and quality of life (QOL) in patients with sarcoidosis following a 13-week physical training program.

After obtaining written informed consent, sarcoidosis patients will start a 13-week physical training program for three times a week. This training program includes peripheral muscle training for both the upper and lower extremities (starting at 40% of the multiple-repetition maximum) and endurance training consisting of walking on a treadmill (starting at 60% of the speed of the 6-minute walk test) or cycling on a ergometer (starting at 50% of the Wmax).

Participants will be assessed at baseline (week 0), at the end (13 weeks) and 3 months after ending the training. During these assessments, patients perform muscle strength (m. quadriceps and m. biceps) and exercise tests (six-minute walk test and submaximal endurance cycling test). They also complete several questionnaires:

Fatigue Assessment Scale (FAS), World Health Organization Quality of Life assessment instrument-BREF (WHOQOL-BREF), Small Fiber Neuropathy Screening List (SFNSL), Medical Research Council (MRC), Visual Analogue Scale (VAS) and Hospital Anxiety and Depression Scale (HADS)",Sarcoidosis,COMPLETED,https://clinicaltrials.gov/study/NCT02243995,2,0.5836
053,Chronic-disease-related symptoms,"Since yesterday, i have been very tired and weak for several weeks.",fatigue weakness,2,Fatigability of the Quadriceps Muscle in Non-cooperating Subjects,"As the critical care practice has improved over the last decades more patients are recovering from intensive care therapy. However, muscle atrophy and neuromuscular dysfunction are commonly observed sequelae after critical illness and are thought to play important roles in the development of intensive care unit acquired weakness (ICUAW). As a consequence, these entities may contribute to the impaired physical function and prolonged convalescence reported by ICU patients up to twelve months after discharge. Thus, strategies to counteract muscle atrophy and neuromuscular dysfunction acquired during the ICU stay may therefore potentially improve physical outcome and reduce the overall burden of critical illness. Limited information is available on muscle function in ICU patients and to our knowledge no muscle stimulation methods are currently available for evaluating muscle fatigue in large, proximal muscles groups, such as m. quadriceps, in non-cooperating ICU patients.",Muscle; Fatigue; Heart,COMPLETED,https://clinicaltrials.gov/study/NCT01345461,2,0.5836
053,Chronic-disease-related symptoms,"Since yesterday, i have been very tired and weak for several weeks.",fatigue weakness,3,Physical Activity in Adolescents With Familial Mediterranean Fever,"Familial Mediterranean Fever (FMF) is one of the most common autoinflammatory rheumatic diseases in childhood. Problems such as joint pain, muscle weakness, decreased aerobic capacity, and fatigue seen in children and adolescents with rheumatic disease may lead to low physical fitness levels. Limitation of physical performance is one of the possible consequences of chronic diseases that occur during childhood. At the same time, children with chronic illness face many challenges in participating in physical activity. Pediatric patients with rheumatic diseases tend to be physically inactive and, compared to their healthy peers, generally avoid participating in physical activity due to the limitations imposed by the disease. Often, the disease itself paves the way for decreased functional capacity and the development of deconditioning. Therefore, prescribing physical activity and exercise to pediatric populations with chronic illnesses is of great importance. This approach helps alleviate both the symptoms related to chronic diseases and the lifelong complications secondary to pharmacological treatments, and also prevents the development of new chronic conditions.

Participation in adequate physical activity is one of the most important behaviors individuals can adopt to maintain their health and well-being. Globally, public health physical activity guidelines address the exercise needs of children and adolescents. The European Alliance of Associations for Rheumatology (EULAR) highlights in its physical activity and exercise guidelines for patients with rheumatic diseases that the physical activity recommendations made for the general population are also applicable to patients with rheumatic diseases.

With this cohort study, it is aimed to examine physical activity (PA) in detail in adolescents diagnosed with FMF and to compare them with healthy peers. This study is one of the first in our country to provide comprehensive data on the PA levels of adolescents with FMF. The findings obtained will contribute to understanding PA levels and exercise perception, and guide the planning of exercise programs to be developed for these individuals. Moreover, the results of the study may also serve as a basis for future research in children and adolescents with various chronic diseases, especially those with FMF.",Familial Mediterranean Fever (FMF ),NOT_YET_RECRUITING,https://clinicaltrials.gov/study/NCT06974942,2,0.5836
053,Chronic-disease-related symptoms,"Since yesterday, i have been very tired and weak for several weeks.",fatigue weakness,4,Long COVID-19 Syndrome Lifestyle Intervention Study,"Rationale: Hyper-inflammatory responses seen in acute COVID-19 are also a feature of long covid, a condition of long-term consequences that are persisting or appearing after initial infection and recovery from acute COVID-19. Long-standing, often disabling symptoms are common in long covid and can be highly varied. Common symptoms include fatigue, brain fog, muscle and chest pain, migraines, shortness of breath, anosmia, muscle weakness, and cognitive dysfunction. 35% of post-COVID patients were found to have decreased kidney function at 6 months post-discharge. In this study, we will evaluate the effect of dietary interventions in long covid patients. The dietary interventions are aimed at lowering blood glucose levels, and raising blood BHB levels. The dietary plan will recommend a low-carbohydrate diet including the avoidance of foods containing sugars and starch, while simultaneously increasing the consumption of healthy fats and sources of protein. The dietary interventions are supported by the consumption of a medical food that delivers exogenous BHB in order to raise blood BHB levels without the necessity of adhering to a strict ketogenic diet which would be difficult to implement and typically requires strict medical supervision.

Intervention: Dietary intervention with Ketocitra versus control arm (no intervention) in a 1:1 ratio Objectives: The hypothesis of this study is that low-carbohydrate dietary interventions leading to lowering of blood glucose and raising of blood BHB in addition to standard therapy will lead to faster recovery and amelioration of symptoms in long covid compared to those treated with standard therapy alone.

Study population: Subjects with a history of COVID-19 at least 2 months ago and with at least 2 neurological and/or symptoms that are typical for long covid that either started at COVID-19 infection and are ongoing at time of study entry Study methodology: Prospective and interventional randomized controlled pilot study Study arms: Dietary intervention (including medical food) arm versus control arm Study endpoints: The primary endpoint is the feasibility, safety and tolerability of dietary intervention.",Long COVID-19 Syndrome,COMPLETED,https://clinicaltrials.gov/study/NCT05836402,2,0.5836
